City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
259,Khorixas,NA,2022-05-14 22:19:16,-20.3667,14.9667,67.93,24,0,5.7,clear sky
260,Vestmanna,FO,2022-05-14 22:19:17,62.1564,-7.1664,47.32,93,100,3.44,overcast clouds
261,Aasiaat,GL,2022-05-14 22:19:18,68.7098,-52.8699,23.65,78,72,5.55,broken clouds
262,Port Macquarie,AU,2022-05-14 22:19:19,-31.4333,152.9167,68.9,90,69,5.57,broken clouds
263,Heyang,CN,2022-05-14 22:19:20,26.1011,107.473,50.68,96,100,6.62,overcast clouds
264,Rockport,US,2022-05-14 22:18:47,28.0206,-97.0544,87.85,70,0,16.11,clear sky
265,Praia,CV,2022-05-14 22:19:21,14.9215,-23.5087,82.94,42,0,34.52,clear sky
266,Mahebourg,MU,2022-05-14 22:18:29,-20.4081,57.7,75.49,73,40,6.91,scattered clouds
267,At-Bashi,KG,2022-05-14 22:19:22,41.1702,75.8106,51.12,80,100,2.46,light rain
268,Aykhal,RU,2022-05-14 22:19:23,66.0,111.5,34.88,95,100,4.23,overcast clouds
269,Bathsheba,BB,2022-05-14 22:17:29,13.2167,-59.5167,81.21,69,20,19.57,few clouds
270,Mulege,MX,2022-05-14 22:19:24,26.8833,-111.9833,90.12,18,100,9.28,overcast clouds
271,Am Timan,TD,2022-05-14 22:19:25,11.0297,20.2827,80.19,65,99,13.04,overcast clouds
272,Maragogi,BR,2022-05-14 22:13:08,-9.0122,-35.2225,77.27,86,59,8.99,broken clouds
273,Winton,US,2022-05-14 22:19:27,37.3894,-120.6133,91.42,23,0,16.11,clear sky
274,Prince Rupert,CA,2022-05-14 22:16:05,54.3161,-130.3201,51.89,69,40,8.05,scattered clouds
275,Cortez,US,2022-05-14 22:15:05,37.3489,-108.5859,80.94,9,0,10.36,clear sky
276,Hambantota,LK,2022-05-14 22:19:29,6.1241,81.1185,78.6,88,100,19.53,overcast clouds
277,Cherskiy,RU,2022-05-14 22:19:31,68.75,161.3,26.51,93,100,13.71,light snow
278,Bambous Virieux,MU,2022-05-14 22:19:32,-20.3428,57.7575,75.45,73,40,6.91,scattered clouds
279,Semnan,IR,2022-05-14 22:19:33,35.5729,53.3971,60.64,36,0,0.0,clear sky
280,Zlocieniec,PL,2022-05-14 22:19:33,53.5329,16.0113,47.89,79,67,8.23,broken clouds
281,Eureka,US,2022-05-14 22:15:18,40.8021,-124.1637,74.68,73,100,1.99,overcast clouds
282,Pitimbu,BR,2022-05-14 22:19:34,-7.4706,-34.8086,77.59,82,33,11.12,scattered clouds
283,Leningradskiy,RU,2022-05-14 22:12:57,69.3833,178.4167,35.73,99,100,5.32,light rain
284,Souillac,MU,2022-05-14 22:19:35,-20.5167,57.5167,75.58,73,40,6.91,scattered clouds
285,Port Blair,IN,2022-05-14 22:19:36,11.6667,92.75,78.84,89,75,0.0,drizzle
286,Shenjiamen,CN,2022-05-14 22:19:37,29.9576,122.298,56.12,68,100,8.34,overcast clouds
287,Halacho,MX,2022-05-14 22:19:38,20.4833,-90.0833,92.19,36,16,13.18,few clouds
288,Altamont,US,2022-05-14 22:19:39,42.2068,-121.7372,69.78,40,0,13.8,clear sky
289,Guadalupe,MX,2022-05-14 22:15:09,25.6833,-100.25,97.39,33,0,2.3,clear sky
290,Sobolevo,RU,2022-05-14 22:19:40,54.4299,31.8996,45.93,94,100,8.52,overcast clouds
291,Markova,UA,2022-05-14 22:19:41,48.6758,24.4138,49.14,84,48,4.81,scattered clouds
292,Port Hedland,AU,2022-05-14 22:19:41,-20.3167,118.5667,66.25,82,1,8.05,clear sky
293,Safaga,EG,2022-05-14 22:19:42,26.7292,33.9365,82.44,43,0,14.16,clear sky
294,Umm Kaddadah,SD,2022-05-14 22:19:43,13.6017,26.6876,85.86,37,41,9.42,scattered clouds
295,Cam Ranh,VN,2022-05-14 22:19:44,11.9214,109.1591,78.76,89,20,0.0,few clouds
296,Lorengau,PG,2022-05-14 22:18:45,-2.0226,147.2712,82.87,70,87,5.1,overcast clouds
297,Russell,US,2022-05-14 22:07:07,32.3502,-85.1999,82.0,54,0,3.44,clear sky
298,Marzuq,YE,2022-05-14 22:19:45,14.4,46.4667,71.28,18,18,2.42,few clouds
299,Dawson Creek,CA,2022-05-14 22:19:46,55.7666,-120.2362,56.84,21,0,11.5,clear sky
300,Eenhana,NA,2022-05-14 22:19:47,-17.4667,16.3333,63.77,34,5,6.49,clear sky
301,Rumford,US,2022-05-14 22:19:49,44.5537,-70.5509,85.55,71,56,3.47,broken clouds
302,Ketchikan,US,2022-05-14 22:19:50,55.3422,-131.6461,50.47,76,75,11.5,light rain
303,Pevek,RU,2022-05-14 22:13:56,69.7008,170.3133,31.89,96,100,6.93,light snow
304,Puerto Suarez,BO,2022-05-14 22:19:51,-18.95,-57.8,82.85,48,76,5.99,light rain
305,Xining,CN,2022-05-14 22:12:26,36.6167,101.7667,38.23,81,77,2.75,broken clouds
306,Saskylakh,RU,2022-05-14 22:19:53,71.9167,114.0833,24.39,95,100,11.16,overcast clouds
307,Nola,IT,2022-05-14 22:19:53,40.922,14.5329,64.81,86,0,0.96,clear sky
308,Djambala,CG,2022-05-14 22:19:54,-2.5447,14.7533,69.53,91,31,2.84,light rain
309,Luebo,CD,2022-05-14 22:19:55,-5.35,21.4167,73.76,68,34,0.51,scattered clouds
310,Pangnirtung,CA,2022-05-14 22:19:56,66.1451,-65.7125,19.89,93,84,2.55,broken clouds
311,Kishtwar,IN,2022-05-14 22:19:57,33.3167,75.7667,60.94,37,0,6.78,clear sky
312,Rawson,AR,2022-05-14 22:19:58,-43.3002,-65.1023,51.66,46,0,17.72,clear sky
313,Buarcos,PT,2022-05-14 22:19:59,40.166,-8.8768,64.74,93,4,13.56,clear sky
314,Bonavista,CA,2022-05-14 22:20:01,48.6499,-53.1147,34.84,74,53,6.8,broken clouds
315,Poum,NC,2022-05-14 22:20:02,-20.2333,164.0167,77.2,75,76,16.02,broken clouds
316,Oriximina,BR,2022-05-14 22:20:03,-1.7656,-55.8661,77.63,93,98,3.4,overcast clouds
317,Dingle,PH,2022-05-14 22:20:04,10.9995,122.6711,77.88,86,99,3.02,light rain
318,Beloha,MG,2022-05-14 22:14:31,-25.1667,45.05,65.01,93,0,7.43,clear sky
319,Aswan,EG,2022-05-14 22:20:05,24.0934,32.907,90.5,19,1,16.08,clear sky
320,Riberalta,BO,2022-05-14 22:20:06,-10.9833,-66.1,88.0,62,75,0.0,broken clouds
321,Upington,ZA,2022-05-14 22:12:34,-28.4478,21.2561,57.16,13,0,6.76,clear sky
322,Aklavik,CA,2022-05-14 22:18:15,68.2191,-135.0107,24.8,74,100,9.22,overcast clouds
323,Sainte-Marie,RE,2022-05-14 22:20:08,-20.8968,55.5496,69.93,74,20,5.75,few clouds
324,Pecos,US,2022-05-14 22:20:09,31.4229,-103.4932,99.43,3,0,0.0,clear sky
325,Hauterive,FR,2022-05-14 22:20:10,46.0901,3.4459,63.36,82,98,3.09,overcast clouds
326,Maniwaki,CA,2022-05-14 22:19:55,46.3834,-75.966,84.58,37,28,5.75,scattered clouds
327,Tessalit,ML,2022-05-14 22:20:11,20.1986,1.0114,85.06,9,0,9.48,clear sky
328,Buliwao,PH,2022-05-14 22:20:12,16.4833,121.2333,73.36,96,98,0.96,overcast clouds
329,Puerto Madero,MX,2022-05-14 22:20:13,14.7208,-92.4215,89.8,62,20,11.5,few clouds
330,Sibolga,ID,2022-05-14 22:20:14,1.7427,98.7792,77.65,87,98,2.44,overcast clouds
331,Cap Malheureux,MU,2022-05-14 22:20:15,-19.9842,57.6142,72.46,77,2,5.01,clear sky
332,Faanui,PF,2022-05-14 22:20:15,-16.4833,-151.75,81.45,65,0,14.16,clear sky
333,Berea,US,2022-05-14 22:20:16,41.3662,-81.8543,80.11,71,75,16.11,broken clouds
334,Gagino,RU,2022-05-14 22:20:17,55.2314,45.0339,43.84,93,66,8.16,broken clouds
335,Roebourne,AU,2022-05-14 22:15:22,-20.7833,117.1333,71.76,56,0,14.27,clear sky
336,Karratha,AU,2022-05-14 22:14:22,-20.7377,116.8463,71.87,57,0,13.35,clear sky
337,Qandala,SO,2022-05-14 22:20:18,11.472,49.8728,85.77,39,0,4.07,clear sky
338,Norman Wells,CA,2022-05-14 22:20:19,65.282,-126.8329,41.04,65,75,20.71,broken clouds
339,Ostrovnoy,RU,2022-05-14 22:07:52,68.0531,39.5131,36.43,81,75,5.86,broken clouds
340,Yumen,CN,2022-05-14 22:14:28,40.2833,97.2,47.17,28,0,6.85,clear sky
341,Marienburg,PL,2022-05-14 22:20:21,54.0359,19.0266,51.12,77,22,12.21,few clouds
342,Hilo,US,2022-05-14 22:20:22,19.7297,-155.09,84.27,75,100,14.97,overcast clouds
343,Porto Novo,BJ,2022-05-14 22:20:22,6.4965,2.6036,81.75,81,83,7.27,broken clouds
344,Sungaipenuh,ID,2022-05-14 22:15:22,-2.0833,101.3833,66.63,97,44,2.59,scattered clouds
345,Khani,GE,2022-05-14 22:11:02,41.9563,42.9566,47.77,75,73,5.12,broken clouds
346,Lieksa,FI,2022-05-14 22:20:24,63.3167,30.0167,40.73,91,58,1.86,broken clouds
347,West Wendover,US,2022-05-14 22:20:25,40.7391,-114.0733,79.81,14,0,4.61,clear sky
348,Lensk,RU,2022-05-14 22:20:25,60.7253,114.9278,42.87,83,93,2.48,overcast clouds
349,Monastyrshchina,RU,2022-05-14 22:20:26,54.3496,31.838,45.84,94,100,9.26,overcast clouds
350,Fukue,JP,2022-05-14 22:14:32,32.6881,128.8419,63.39,56,98,14.29,light rain
351,Biak,ID,2022-05-14 22:20:27,-0.9131,122.8766,76.12,85,99,1.48,overcast clouds
352,Lagoa,PT,2022-05-14 22:20:28,39.05,-27.9833,59.56,70,14,30.38,few clouds
353,Kembe,CF,2022-05-14 22:20:28,4.6228,21.8865,70.5,96,99,2.24,overcast clouds
354,Ilhabela,BR,2022-05-14 22:20:29,-23.7781,-45.3581,70.65,85,88,10.33,overcast clouds
355,Bandarbeyla,SO,2022-05-14 22:20:30,9.4942,50.8122,81.48,85,1,22.03,clear sky
356,Milledgeville,US,2022-05-14 22:20:31,33.0801,-83.2321,83.86,53,40,0.0,scattered clouds
357,Jiangyou,CN,2022-05-14 22:20:32,31.7667,104.7167,58.98,85,100,0.6,overcast clouds
358,Sabinas Hidalgo,MX,2022-05-14 22:20:33,26.5,-100.1667,97.38,30,0,14.65,clear sky
359,Archdale,US,2022-05-14 22:20:33,35.9146,-79.972,79.09,69,18,4.18,few clouds
360,Copperas Cove,US,2022-05-14 22:18:21,31.1241,-97.9031,92.52,48,0,12.66,clear sky
361,Ndola,ZM,2022-05-14 22:20:34,-12.9587,28.6366,55.65,66,0,5.57,clear sky
362,Talnakh,RU,2022-05-14 22:19:48,69.4865,88.3972,35.28,99,100,6.58,overcast clouds
363,Ganganagar,IN,2022-05-14 22:20:35,29.9167,73.8833,92.46,7,0,10.45,clear sky
364,Poyarkovo,RU,2022-05-14 22:20:36,49.6,128.6833,43.72,59,51,16.8,broken clouds
365,Paducah,US,2022-05-14 22:20:37,37.0834,-88.6001,87.21,46,0,3.44,clear sky
366,Tigil,RU,2022-05-14 22:20:37,57.8,158.6667,52.61,63,100,12.39,overcast clouds
367,Vanimo,PG,2022-05-14 22:20:38,-2.6741,141.3028,79.41,81,83,4.36,broken clouds
368,Tezu,IN,2022-05-14 22:20:39,27.9167,96.1667,71.37,99,100,3.83,overcast clouds
369,Fairbanks,US,2022-05-14 22:12:50,64.8378,-147.7164,48.09,68,100,9.22,light rain
370,Inhambane,MZ,2022-05-14 22:20:42,-23.865,35.3833,69.55,77,0,6.89,clear sky
371,Manzanillo,CU,2022-05-14 22:20:42,20.3433,-77.1167,85.19,57,53,4.61,broken clouds
372,Takoradi,GH,2022-05-14 22:12:28,4.8845,-1.7554,80.51,85,100,8.5,overcast clouds
373,Gamba,GA,2022-05-14 22:19:40,-2.65,10.0,77.49,93,99,4.79,overcast clouds
374,Kaoma,ZM,2022-05-14 22:20:44,-14.7833,24.8,60.46,57,25,5.28,scattered clouds
375,Lalibela,ET,2022-05-14 22:20:45,12.0333,39.0333,62.74,38,0,7.36,clear sky
376,Upernavik,GL,2022-05-14 22:20:46,72.7868,-56.1549,16.7,83,12,4.9,few clouds
377,Touros,BR,2022-05-14 22:15:06,-5.1989,-35.4608,79.0,84,61,12.77,broken clouds
378,Umea,SE,2022-05-14 22:20:47,63.8284,20.2597,43.92,70,0,11.5,clear sky
379,Gull Lake,CA,2022-05-14 22:20:47,50.1001,-108.4847,56.07,48,97,16.91,overcast clouds
380,Zhigansk,RU,2022-05-14 22:20:49,66.7697,123.3711,22.35,73,13,11.14,few clouds
381,Puerto Del Rosario,ES,2022-05-14 22:20:49,28.5004,-13.8627,69.55,73,0,9.22,clear sky
382,Herran,CO,2022-05-14 22:20:50,7.5061,-72.4833,66.4,90,92,2.66,overcast clouds
383,Grindavik,IS,2022-05-14 22:20:51,63.8424,-22.4338,45.07,93,75,29.93,light intensity drizzle
384,Toora-Khem,RU,2022-05-14 22:20:52,52.4675,96.11,42.48,54,10,2.21,clear sky
385,Atar,MR,2022-05-14 22:20:52,20.5169,-13.0499,94.55,11,83,7.76,broken clouds
386,Nirasaki,JP,2022-05-14 22:20:53,35.7,138.45,61.48,68,100,0.81,overcast clouds
387,Machiques,VE,2022-05-14 22:20:53,10.0644,-72.545,87.94,71,86,2.35,overcast clouds
388,Vardo,NO,2022-05-14 22:20:54,70.3705,31.1107,31.98,93,15,4.61,few clouds
389,Leh,IN,2022-05-14 22:17:28,34.1667,77.5833,47.52,32,1,4.36,clear sky
390,Quatre Cocos,MU,2022-05-14 22:20:55,-20.2078,57.7625,75.31,76,75,12.03,broken clouds
391,Codrington,AU,2022-05-14 22:13:23,-38.2667,141.9667,55.42,88,67,14.52,broken clouds
392,Hun,LY,2022-05-14 22:14:48,29.1268,15.9477,70.36,25,0,7.47,clear sky
393,Garachine,PA,2022-05-14 22:20:57,8.0647,-78.3628,82.11,80,88,5.84,overcast clouds
394,Bahia Blanca,AR,2022-05-14 22:20:58,-38.7196,-62.2724,52.36,51,0,6.49,clear sky
395,Ixtapa,MX,2022-05-14 22:16:52,20.7,-105.2,82.22,69,75,6.91,broken clouds
396,Brigantine,US,2022-05-14 22:17:38,39.4101,-74.3646,64.04,100,100,8.05,fog
397,Ciudad Bolivar,VE,2022-05-14 22:20:59,8.1222,-63.5497,89.73,45,93,13.24,overcast clouds
398,Lianzhou,CN,2022-05-14 22:21:00,24.7811,112.3825,62.62,96,100,5.35,overcast clouds
399,Mvangue,CM,2022-05-14 22:21:01,2.9667,11.5167,68.56,98,83,1.81,broken clouds
400,Airai,TL,2022-05-14 22:21:02,-8.9266,125.4092,61.34,96,79,1.01,broken clouds
401,Saint-Pierre,RE,2022-05-14 22:21:03,-21.3393,55.4781,69.91,68,40,8.05,scattered clouds
402,Kapit,MY,2022-05-14 22:21:04,2.0167,112.9333,72.84,91,100,0.87,overcast clouds
403,Alta Floresta,BR,2022-05-14 22:21:05,-9.8756,-56.0861,78.71,74,59,2.86,broken clouds
404,Huarmey,PE,2022-05-14 22:21:05,-10.0681,-78.1522,68.31,76,11,8.63,few clouds
405,Selikhino,RU,2022-05-14 22:21:06,50.3672,137.4996,40.87,71,100,14.27,light rain
406,Moose Factory,CA,2022-05-14 22:14:12,51.2585,-80.6094,79.75,45,100,4.61,overcast clouds
407,Kununurra,AU,2022-05-14 22:21:08,-15.7667,128.7333,69.78,94,0,0.0,clear sky
408,Pinczow,PL,2022-05-14 22:21:09,50.5205,20.5265,53.85,74,79,6.29,broken clouds
409,Taiyuan,CN,2022-05-14 22:21:09,37.8694,112.5603,40.86,87,0,4.47,clear sky
410,Camacha,PT,2022-05-14 22:21:10,33.0833,-16.3333,63.82,77,20,8.05,few clouds
411,Nantucket,US,2022-05-14 22:21:11,41.2835,-70.0995,71.71,100,100,4.61,fog
412,Flinders,AU,2022-05-14 22:21:12,-34.5833,150.8552,68.18,93,94,5.99,overcast clouds
413,Saint Anthony,US,2022-05-14 22:14:52,45.0205,-93.218,74.93,36,0,19.57,clear sky
414,Chukhloma,RU,2022-05-14 22:21:14,58.7525,42.6825,41.36,98,98,6.11,overcast clouds
415,Atambua,ID,2022-05-14 22:21:15,-9.1061,124.8925,73.47,89,35,3.13,scattered clouds
416,Coxim,BR,2022-05-14 22:21:16,-18.5067,-54.76,82.26,47,69,3.98,broken clouds
417,Bilma,NE,2022-05-14 22:21:17,18.6853,12.9164,81.97,17,0,10.36,clear sky
418,Kirakira,SB,2022-05-14 22:21:17,-10.4544,161.9205,82.6,75,26,0.78,scattered clouds
419,Port Hawkesbury,CA,2022-05-14 22:21:18,45.6169,-61.3485,56.59,88,100,11.5,mist
420,Pital,CO,2022-05-14 22:21:19,2.2665,-75.8044,71.82,88,86,4.97,overcast clouds
421,Lakatoro,VU,2022-05-14 22:21:20,-16.0999,167.4164,79.74,65,97,9.26,overcast clouds
422,Qasigiannguit,GL,2022-05-14 22:21:20,68.8193,-51.1922,28.65,81,43,3.0,scattered clouds
423,Taoudenni,ML,2022-05-14 22:12:37,22.6783,-3.9836,86.72,9,9,11.18,clear sky
424,Dormidontovka,RU,2022-05-14 22:21:21,47.7702,134.9076,50.32,59,71,14.54,broken clouds
425,Uray,RU,2022-05-14 22:21:22,60.1247,64.7758,45.09,78,85,8.97,overcast clouds
426,San Carlos De Bariloche,AR,2022-05-14 22:19:41,-41.1456,-71.3082,46.15,42,0,9.22,clear sky
427,Whitehorse,CA,2022-05-14 22:21:23,60.7161,-135.0538,44.02,48,100,4.61,light rain and snow
428,Pathein,MM,2022-05-14 22:21:24,16.7833,94.7333,80.15,84,5,4.12,clear sky
429,Villamontes,BO,2022-05-14 22:21:24,-21.25,-63.5,63.81,81,100,3.65,overcast clouds
430,Mehamn,NO,2022-05-14 22:21:25,71.0357,27.8492,35.51,87,45,7.34,scattered clouds
431,Erie,US,2022-05-14 22:21:26,42.7667,-78.6664,72.16,79,100,3.0,overcast clouds
432,Hobyo,SO,2022-05-14 22:11:35,5.3505,48.5268,80.96,80,68,24.56,broken clouds
433,Solnechnyy,RU,2022-05-14 22:21:27,50.7214,136.6319,40.06,68,100,10.78,light rain
434,Sayat,TM,2022-05-14 22:21:28,38.7839,63.8803,64.27,26,3,13.2,clear sky
435,Kisangani,CD,2022-05-14 22:21:29,0.5167,25.2,71.55,98,73,1.54,light rain
436,Aden,YE,2022-05-14 22:21:29,12.7794,45.0367,88.61,48,5,7.34,clear sky
437,Okato,NZ,2022-05-14 22:21:30,-39.2,173.8833,64.18,97,99,5.99,moderate rain
438,Brownsville,US,2022-05-14 22:21:31,25.9018,-97.4975,91.4,56,0,16.11,clear sky
439,Coahuayana,MX,2022-05-14 22:15:16,18.7333,-103.6833,88.86,47,100,7.58,overcast clouds
440,Comodoro Rivadavia,AR,2022-05-14 22:21:32,-45.8667,-67.5,48.06,46,0,9.22,clear sky
441,Greenville,US,2022-05-14 22:17:02,35.6127,-77.3663,77.02,83,75,4.61,broken clouds
442,Khislavichi,RU,2022-05-14 22:21:33,54.1871,32.1582,45.99,94,100,8.84,overcast clouds
443,Lufilufi,WS,2022-05-14 22:21:34,-13.8745,-171.5986,83.98,68,100,13.91,overcast clouds
444,Spoleto,IT,2022-05-14 22:21:35,42.7448,12.7374,67.78,65,2,3.76,clear sky
445,Sabha,LY,2022-05-14 22:21:35,27.0377,14.4283,70.61,25,0,9.91,clear sky
446,Shitkino,RU,2022-05-14 22:21:36,56.3703,98.3543,51.42,42,8,2.73,clear sky
447,Tabou,CI,2022-05-14 22:21:37,4.423,-7.3528,76.59,88,100,2.59,overcast clouds
448,Tefe,BR,2022-05-14 22:21:38,-3.3542,-64.7114,87.91,74,20,2.3,few clouds
449,Thabazimbi,ZA,2022-05-14 22:21:39,-24.5917,27.4116,64.76,34,1,4.27,clear sky
450,Dankov,RU,2022-05-14 22:21:40,53.2515,39.1555,48.4,84,100,6.2,overcast clouds
451,Okha,RU,2022-05-14 22:19:53,53.5739,142.9478,33.94,99,100,14.67,light snow
452,Odienne,CI,2022-05-14 22:21:41,9.51,-7.5692,81.7,54,66,4.27,broken clouds
453,Toppenish,US,2022-05-14 22:21:42,46.3774,-120.3087,64.72,69,79,9.66,broken clouds
454,Christiana,ZA,2022-05-14 22:21:43,-27.914,25.1611,55.85,24,0,5.37,clear sky
455,Mattru,SL,2022-05-14 22:21:44,7.6244,-11.8332,73.67,95,81,7.45,heavy intensity rain
456,Atbasar,KZ,2022-05-14 22:21:45,51.8,68.3333,49.78,89,15,8.75,few clouds
457,Wismar,DE,2022-05-14 22:20:14,53.9,11.4667,50.25,82,44,4.0,scattered clouds
458,Teluk Nibung,ID,2022-05-14 22:21:46,3.001,99.8164,77.83,92,100,3.62,overcast clouds
459,Algiers,DZ,2022-05-14 22:21:47,36.7525,3.042,58.82,100,40,4.61,mist
460,Kovdor,RU,2022-05-14 22:21:48,67.5662,30.4758,42.28,85,54,3.09,broken clouds
461,Canico,PT,2022-05-14 22:21:50,32.6333,-16.85,68.0,83,20,10.36,few clouds
462,Neiafu,TO,2022-05-14 22:21:51,-18.65,-173.9833,79.48,61,20,5.75,few clouds
463,Golden,US,2022-05-14 22:21:52,39.7555,-105.2211,82.26,15,75,5.75,broken clouds
464,Tilichiki,RU,2022-05-14 22:21:52,60.4667,166.1,33.89,99,100,2.26,overcast clouds
465,Palmer,US,2022-05-14 22:10:41,42.1584,-72.3287,78.39,64,100,14.97,overcast clouds
466,Port Augusta,AU,2022-05-14 22:21:53,-32.5,137.7667,57.0,84,0,3.29,clear sky
467,Fairfield,US,2022-05-14 22:16:54,41.2668,-73.3162,71.83,91,75,6.91,light rain
468,Macomb,US,2022-05-14 22:21:33,40.4592,-90.6718,86.63,29,0,5.75,clear sky
469,Lola,GN,2022-05-14 22:21:55,7.8,-8.5333,73.36,96,99,2.28,light rain
470,Fortuna,US,2022-05-14 22:13:54,40.5982,-124.1573,68.94,75,0,11.5,clear sky
471,Mananjary,MG,2022-05-14 22:21:56,-21.2167,48.3333,67.51,83,20,3.04,few clouds
472,Kharabali,RU,2022-05-14 22:21:57,47.4196,47.2568,58.46,71,87,5.17,overcast clouds
473,Saint-Denis,FR,2022-05-14 22:21:57,48.9167,2.3333,65.35,57,0,5.75,clear sky
474,Usvyaty,RU,2022-05-14 22:21:58,55.7456,30.7533,44.24,95,98,5.17,overcast clouds
475,Araria,IN,2022-05-14 22:21:59,26.15,87.5167,81.52,81,50,11.01,scattered clouds
476,Namwala,ZM,2022-05-14 22:22:00,-15.7504,26.4384,59.95,62,36,4.45,scattered clouds
477,Krasnoselkup,RU,2022-05-14 22:22:01,65.7,82.4667,47.86,69,8,10.18,clear sky
478,Inongo,CD,2022-05-14 22:22:02,-1.95,18.2667,71.31,97,47,2.08,moderate rain
479,Nago,JP,2022-05-14 22:21:23,26.5881,127.9761,76.05,93,100,5.91,moderate rain
480,Tazovskiy,RU,2022-05-14 22:22:03,67.4667,78.7,37.04,99,100,12.82,overcast clouds
481,Salinas,US,2022-05-14 22:18:44,36.6777,-121.6555,91.99,55,0,12.66,clear sky
482,Bairiki,KI,2022-05-14 22:22:04,1.3292,172.9752,84.2,74,20,3.44,few clouds
483,Mawlaik,MM,2022-05-14 22:22:05,23.6333,94.4167,74.84,96,49,0.63,scattered clouds
484,Keskin,TR,2022-05-14 22:22:06,39.6731,33.6136,56.64,60,83,5.28,light rain
485,Constitucion,CL,2022-05-14 22:18:10,-35.3333,-72.4167,54.48,63,60,8.99,broken clouds
486,Harper,LR,2022-05-14 22:14:35,4.375,-7.7169,76.23,86,100,4.61,overcast clouds
487,Mount Gambier,AU,2022-05-14 22:22:08,-37.8333,140.7667,54.81,92,40,10.11,scattered clouds
488,Marsh Harbour,BS,2022-05-14 22:22:09,26.5412,-77.0636,79.07,74,78,8.75,broken clouds
489,Esil,KZ,2022-05-14 22:22:10,51.9556,66.4042,50.94,84,14,7.94,few clouds
490,Roald,NO,2022-05-14 22:13:21,62.5833,6.1333,48.76,81,100,14.97,overcast clouds
491,Pundaguitan,PH,2022-05-14 22:22:11,6.3711,126.1689,80.74,78,100,5.26,overcast clouds
492,Afyonkarahisar,TR,2022-05-14 22:22:11,38.75,30.6667,52.18,80,21,3.29,light rain
493,Lanzhou,CN,2022-05-14 22:22:12,36.0564,103.7922,50.97,56,100,3.31,overcast clouds
494,Kahului,US,2022-05-14 22:21:02,20.8947,-156.47,84.22,48,20,21.85,few clouds
495,Khurda,IN,2022-05-14 22:22:13,20.1833,85.6167,82.89,84,89,16.62,overcast clouds
496,Springbok,ZA,2022-05-14 22:22:14,-29.6643,17.8865,50.77,23,0,6.76,clear sky
497,Baiao,BR,2022-05-14 22:22:15,-2.7906,-49.6717,75.22,98,94,2.91,overcast clouds
498,Tsaratanana,MG,2022-05-14 22:22:16,-16.7833,47.65,66.29,83,1,9.31,clear sky
499,Pingliang,CN,2022-05-14 22:22:16,35.5392,106.6861,47.89,55,100,1.79,overcast clouds
500,Kurilsk,RU,2022-05-14 22:22:17,45.2333,147.8833,43.47,80,82,12.37,broken clouds
501,Flers,FR,2022-05-14 22:22:18,48.7372,-0.5747,55.65,76,100,6.93,overcast clouds
502,Ostersund,SE,2022-05-14 22:22:19,63.1792,14.6357,37.85,87,96,16.11,overcast clouds
503,Mujiayingzi,CN,2022-05-14 22:22:20,42.1167,118.7833,45.37,50,0,7.58,clear sky
504,Ouango,CF,2022-05-14 22:22:21,4.3133,22.5552,69.75,97,78,2.73,broken clouds
505,Tapiramuta,BR,2022-05-14 22:19:04,-11.8472,-40.7914,69.04,66,99,7.29,overcast clouds
506,Grand Gaube,MU,2022-05-14 22:15:09,-20.0064,57.6608,75.6,77,5,3.0,clear sky
507,Midyat,TR,2022-05-14 22:22:22,37.4247,41.3393,64.71,44,96,4.54,overcast clouds
508,Whitianga,NZ,2022-05-14 22:22:24,-36.8333,175.7,64.38,84,92,11.79,light rain
509,Saint-Francois,FR,2022-05-14 22:18:58,46.4154,3.9054,57.67,82,0,1.14,clear sky
510,Arai,JP,2022-05-14 22:22:26,37.0167,138.25,56.62,78,100,1.66,overcast clouds
511,Qui Nhon,VN,2022-05-14 22:22:27,13.7667,109.2333,80.55,83,100,5.21,overcast clouds
512,Marawi,PH,2022-05-14 22:22:28,7.9986,124.2928,70.52,91,100,1.72,overcast clouds
513,Rawlins,US,2022-05-14 22:21:04,41.7911,-107.2387,68.36,21,20,28.77,few clouds
514,Sitrah,BH,2022-05-14 22:22:29,26.1547,50.6206,86.36,44,0,19.57,clear sky
515,Rehoboth,NA,2022-05-14 22:22:30,-23.3167,17.0833,59.38,25,0,5.32,clear sky
516,Avera,US,2022-05-14 22:22:30,33.194,-82.5271,83.37,41,44,1.61,scattered clouds
517,Sioux Lookout,CA,2022-05-14 22:22:31,50.1001,-91.917,51.87,82,100,13.8,light intensity shower rain
518,Muros,ES,2022-05-14 22:22:32,42.7762,-9.0603,60.17,90,76,7.74,broken clouds
519,Lat Yao,TH,2022-05-14 22:22:32,15.751,99.7893,81.16,77,33,3.89,light rain
520,Misratah,LY,2022-05-14 22:22:34,32.3754,15.0925,68.77,57,0,7.83,clear sky
521,Winchester,GB,2022-05-14 22:22:34,51.0651,-1.3187,57.49,74,75,4.61,broken clouds
522,Boyolangu,ID,2022-05-14 22:22:35,-8.1181,111.8935,75.83,91,98,0.07,overcast clouds
523,Nuuk,GL,2022-05-14 22:13:56,64.1835,-51.7216,25.41,74,75,3.44,broken clouds
524,Amga,RU,2022-05-14 22:22:36,60.8953,131.9608,31.71,78,95,4.47,overcast clouds
